id,age_0_9,age_10s,age_20s,age_30s,age_40s,age_50_plus,gender_male,gender_female,reason,impressions
xLRLfjXlwZQ,0.0,0.0,0.1,0.4,0.3,0.2,0.6,0.4,"This video appeals to viewers with a strong interest in real estate, particularly high-end homes, which is more common among adults in their 30s and 40s. The practical details and financial aspects of homeownership are traditionally of greater interest to male viewers, though there is a notable interest among female viewers as well.",585
qglS9f0D-yc,0.0,0.05,0.1,0.3,0.4,0.15,0.6,0.4,"This video focuses on traditional cooking methods and personal anecdotes, which often appeal to older audiences, particularly those in their 30s and 40s. The inclusion of nostalgic elements and reference to personal growth experiences also suggests a slight male skew due to the sentimental connection to past mentors.",190
N1WGUxEWIrc,0.05,0.35,0.4,0.15,0.03,0.02,0.6,0.4,"This video features a group of friends enjoying a meal, with a focus on lively interaction and humor, which resonates well with younger audiences in their teens and twenties. The casual and humorous nature of the content, along with discussions about food and culture, are likely to appeal slightly more to male viewers.",194
nwNApqH84WI,0.0,0.0,0.1,0.4,0.3,0.2,0.6,0.4,"This video is likely to appeal to adult viewers, particularly those in their 30s and 40s, as it discusses complex real estate fraud issues and legal tips. The topic, while relevant to both genders, is slightly more targeted towards men who are generally more involved in real estate investments.",102
jCSZcojowss,0.0,0.05,0.15,0.25,0.3,0.25,0.6,0.4,"This video appeals primarily to middle-aged and older adults who appreciate nature and have experienced life events similar to the protagonist. The story's focus on reflection, contemplation, and the symbolic use of nature resonates more with a male audience interested in personal growth and introspection.",1811
ozGFjsR8sio,0.0,0.05,0.2,0.4,0.25,0.1,0.6,0.4,"This video involves a crime story related to bicycle theft, which is likely to appeal to adults interested in crime stories and community issues. The topic might attract slightly more men due to the focus on theft and investigation.",134
KXPgG-dYM9o,0.0,0.1,0.3,0.3,0.2,0.1,0.6,0.4,"This video likely appeals to adults seeking legal advice, with a greater interest from those in their 20s to 40s based on the professional context. It may attract slightly more male viewers due to the general demographic trends in legal and professional content.",110
6aQ4lK1xCcI,0.05,0.15,0.3,0.25,0.15,0.1,0.6,0.4,"This video appears to be music-centric with repeated musical phrases, which often attracts a wide range of age groups, particularly those in their 20s and 30s who actively engage with music content online. The male-oriented distribution suggests that the style or genre of music may have elements that appeal more to male viewers.",130
I7quleZ5s44,0.0,0.05,0.35,0.4,0.15,0.05,0.6,0.4,"This video discusses the historical and cultural evolution of Chinese characters, a topic likely to interest educated adults. The subject matter leans towards academic and intellectual exploration, attracting primarily male viewers in their 20s to 40s.",166
60mSKdek-bE,0.0,0.2,0.6,0.15,0.04,0.01,0.6,0.4,"This video deals with themes of vigilantism and justice, which may appeal more to a young adult audience interested in crime dramas. The focus on action and moral dilemmas is likely to attract a slightly male-dominant viewership.",171
Zm0nvV2N32U,0.0,0.05,0.15,0.3,0.3,0.2,0.6,0.4,"This video features content relating to traditional and rural life, which often interests older audiences, particularly those in their 30s to 50s. Additionally, the content involves food and cultural experiences, which are generally appealing to a slightly male-dominated audience.",281
PYAsGIYqLbg,0.0,0.7,0.2,0.05,0.03,0.02,0.6,0.4,"This video is a playful and energetic game content, likely appealing to teenagers who enjoy casual and entertaining challenges. The comedic and competitive nature of the video may slightly attract more male viewers who are often engaged with such interactive content.",269
DWzAxeGy5Rc,0.0,0.05,0.2,0.4,0.25,0.1,0.6,0.4,"This video is likely to appeal to viewers with an interest in science and health topics, particularly those in their 30s and 40s. The technical discussion and scientific content may resonate more with men who often engage with these topics.",292
GDXy-k7iAyA,0.0,0.2,0.6,0.15,0.05,0.0,0.6,0.4,"This video appeals to a younger audience due to its focus on school life and related challenges, drawing interest primarily from those in their 20s who might relate to the high school setting. The action and strategic elements are likely to attract a slightly larger male audience.",315
kry4Xp45fKw,0.05,0.4,0.35,0.15,0.03,0.02,0.6,0.4,"This video primarily targets a younger audience due to its focus on a horror game set in a boba tea shop, which is likely to appeal to teenagers and young adults. The detailed gameplay and commentary style are more aligned with male viewers who tend to be more engaged with gaming content.",127
fQQRF7Aj_es,0.0,0.1,0.4,0.4,0.1,0.0,0.6,0.4,"This video is likely to attract viewers interested in complex crime dramas with mature themes and psychological depth, which aligns with the interests of adults in their 20s and 30s. The gender distribution suggests a slight male preference due to the crime and detective genre, which often resonates more with male audiences.",129
lpbQVhcsWzw,0.0,0.15,0.5,0.25,0.05,0.05,0.6,0.4,"This video likely appeals to viewers in their 20s and 30s who are interested in informal, vlog-style content featuring social interactions and weddings. The technical focus on camera equipment may slightly skew the audience towards males.",154
w2Qex0zIKJs,0.05,0.15,0.45,0.25,0.07,0.03,0.6,0.4,"This video likely appeals to a younger audience, especially those in their 20s, due to its heavy emphasis on music and catchy beats. The gender distribution leans slightly towards males, as the content seems to resonate with interests typically associated with male viewers.",169
sTgrKqVycgc,0.01,0.05,0.35,0.4,0.15,0.04,0.6,0.4,"This video features discussions on luxury fashion, expensive items, and travel experiences, suggesting appeal to adults interested in lifestyle and consumerism. The informal tone and casual conversation may resonate more with a younger, largely male audience interested in fashion and lifestyle.",334
7AgxSXFk00s,0.0,0.3,0.4,0.2,0.1,0.0,0.6,0.4,This video likely appeals to a younger audience due to its modern and energetic music themes. The themes and language used may resonate more with males due to the aggressive and bold expressions.,300
Xu71yvlDHgg,0.0,0.05,0.1,0.25,0.3,0.3,0.6,0.4,This video likely appeals to middle-aged adults and seniors interested in dental health and treatment information. The detailed discussion on dental practices and costs suggests a male viewership due to the technical nature of the content.,141
oGFSpcT8SCc,0.0,0.05,0.4,0.35,0.15,0.05,0.6,0.4,"This video likely appeals to young to middle-aged adults who are interested in domestic life and cooking. The discussion about home-cooked meals and lifestyle habits resonates more with the 20s to 40s age groups, with a slight male skew due to the casual conversational style.",120
7-IpS0owFqQ,0.05,0.6,0.25,0.05,0.03,0.02,0.6,0.4,"This video likely appeals to a younger audience due to its focus on fictional characters and imaginative storytelling, which is often popular among teenagers and young adults. Additionally, the content's reference to gaming and pop culture elements may attract a slightly higher male demographic.",138
bbgFWcxga00,0.01,0.1,0.2,0.3,0.25,0.14,0.6,0.4,"This video likely appeals to older adults due to themes of history, military service, and familial bonds, which resonate more with those in the 30s to 50s age range. Additionally, the strong emphasis on military and heroic actions may attract a slightly higher male audience.",167
srqxF0HmXNg,0.0,0.05,0.15,0.4,0.25,0.15,0.6,0.4,"This video discusses a severe data breach issue affecting SK Telecom users, which is likely to attract an audience of individuals responsible for managing personal or family technology, typically adults aged 30 and above. The technical nature and implications of the content may appeal more to males, who often show more interest in technology-related topics.",225
M9taoI7wJN4,0.0,0.05,0.1,0.3,0.4,0.15,0.6,0.4,"This video likely appeals to an older audience due to its complex narrative and business-related themes. The gender distribution leans slightly towards males as the story involves corporate intrigue and decision-making, which may traditionally interest more male viewers.",221
